text,date,rating,has_official_reply,reactions_total,edited
"Благодарю Ерсултана А за корректное, грамотное отношение по установлению приложения, программы банка, выпуску карты. Достойный сотрудник банка.",12 ноября 2025,5,True,0,False
"Отличный сервис, открыли карту за 10 мин, объяснили про супер великолепные условия 🙌 отдельное спасибо Акерке, буду с удовольствием пользоваться теперь картой Freedom, еще и получать выгодные кэшбеки, это прям уау🔥🔥🔥🔥",6 ноября 2025,5,True,1,False
Менеджер Ерсултан очень приятный молодой человек помог оперативно разобраться с приложением фридом банка,6 ноября 2025,5,True,0,False
"Огромная благодарность ведущему менеджеру Freedom Bank Айгерим Баболат (отделение Курмангазы - Желтоксан) за профессионализм, внимание и невероятно тёплое отношение!
Пришли с обычным вопросом, а почувствовали себя VIP-клиентами.
И отдельное спасибо банку за все акции, бонусы и приятные сюрпризы - с вами действительно приятно быть клиентом 💛",5 ноября 2025,5,True,1,False
"Байбосын Ақерке супервайзерге Рахмет, өте жылдам көмектесті. Карта өте ыңғайлы, Ақерке тез жасап берді😍",5 ноября 2025,5,True,2,False
"онлайн банкинг для юр лиц. тихий ужас.
не рекомендую.
каждый вход это скан лица.
добавить доверенное лицо это надо в отделение с этим лицом прийти. зачем тогда эта опция в онлайн банкинге. не работает если. как то же работает каспи. почему не перенять их опыт?",5 ноября 2025,1,True,0,False
"Была сегодня в этом банке, супер обслуживание!!!
Акерке Байбосын все рассказала, объясняла с ходу, понятно доступно и с удовольствием
Спасибо большое за таких сотрудников
Успехов ьанку",4 ноября 2025,5,True,1,False
"Заблокировали счета не предоставив информацию по блокировке. Уже 43 дня удерживают средства. Договор с банком я разорвал 12 дней назад, они мне закрыли доступ в приложение и я не могу вывести свои деньги теперь. Хотя по закону они в течении 5 дней должны и вернуть.
В службе поддержки уже 7 дней ответа нет.

Никогда не пользуйтесь услугами этого банка. Это самый дурацкий банк в КЗ, работают очень плохо, на клиентов им вообще наплевать.

Мои личные данные передаются каким-то менеджерам, они пишут мне с ЛИЧНЫХ номеров в нерабочее время. Уже 4 разных менеджера написало! У всех есть все мои данные. Я считаю банк таким образом нарушает мои права о защите моих личных данных. Почему на почту не пишут через официальную почту? Это большой вопрос.

О безопасности данных клиента и банковской тайне вообще не слышали.
Деньги заморозили на срок больше 50 дней, после расторжения договора даже вернуть не могу!",4 ноября 2025,1,True,3,True
"Сегодня заехал в отделение банка Freedom по Курмангазы. Выпустил карту через картомат, выбрал дизайн с известным певцом Димашем. Помогла выпустить карту менеджер Байбосын Акерке. Хочу выразить благодарность Акерке за ее внимательность, отзывчивость и профессионализм: встретила, помогла выпустить карту, объяснила основные условия по карте, помогла установить пин-код, вместе добавили в Apple Pay, и др. Очень понравилось отношение Акерке к клиентам. Хочу пожелать Акерке дальнейшего профессионального роста и успехов.",4 ноября 2025,5,True,2,False
Жаль что у вас работает не компетентный сотрудники. 30 мин назад был Курмангазы 61А девушка на входе утверждала что нужно перевод паспорта на казакски или на русском вет ИНН написано на казакски и на русском.,3 ноября 2025,1,True,0,False
"Самый медленный банк, даже бцк быстрей
Выписку получал 5 минут, оплачивал 1000тг 10 минут, а в очереди просидел 45 минут
Электронная очередь не работает какая-то девушка сама говорит менеджерам кого куда сажать пока не начал возмущаться ноль реакции
Менеджера сидят без клиентов по двое
Из 12 столов 6 работают, ну как работают там сидят менеджеры просто сидят клиенты только у двоих троих
Цифровой банк- смешно, цифра медленная у вас
Турлов наверное не знает как происходит обслуживание клиентов
Ps Кассир Зарина 💐прошу прощения за мат, накипело.",3 ноября 2025,1,True,2,True
"Худшее отделение, не разобравшись в вопросе выпустили мне новую карту, вместо того, чтобы перевыпустить существующую, в итоге я потерял нужный счет. Некомпетентные сотрудники и худший банк Казахстана",28 октября 2025,1,False,2,False
"Все хорошо
Зашёл, консультант Ильяс подошёл и помог с вопросами. Очень быстро, понятно, вежливо. Спасибо вам!",24 октября 2025,5,True,1,False
"Ужасный банк , буду обходить стороной , пыталось снять свои же деньги с брокерского счета , специалисты не компетентные, 3 дня потратила пока сняла деньги.",22 октября 2025,1,True,2,True
"Отлично! Спасибо супервайзеру Ильясу. Помог открыть карту быстро, и помог с консультацией по приложению",22 октября 2025,5,True,2,False
"Выражаю огромную благодарность супервайзеру Байбосын Акерке за вежливое обслуживание, очень грамотная, приложение установила и помогла открыть карточку, проконсультировала",22 октября 2025,5,True,2,False
"Хочу поблагодарить менеджера Айгерим Байболат, за терпение и профессионализм в своей работе. У меня были проблемы со счетом, а она спокойно все разъяснила и решила мою проблему 👍",21 октября 2025,5,True,1,False
"Хочу выразить благодарность❤️сотруднице Жумамуротовой Айганым : за профессионализм и доброжелательное отношение, не раз показывает профессионализм и отличное умение работать с клиентами✨",21 октября 2025,4,True,2,False
"Супервайзер Байбосын Ақерке отлично знает свою работу, помогла получить карту быстро, обслуживание на высшем уровне! Турлову Тимуру огромное спасибо за организацию работы 🤝",20 октября 2025,5,True,2,False
"Я написала в ватсапп,чтобы получить ответ на свой вопрос.Но толка нету.Отвечают долго.Говорят одно,а на деле совсем по-другому",19 октября 2025,1,True,1,True
"Хочу выразить искреннюю благодарность консультантам Ерсултану и Альбине за консультации и помощь в выпуске карты и все процедуры для ее активации. Очень приятно, когда молодые люди могут объяснить пожилому человеку о достоинствах , функциях и научить пол зеваться правильно приложением. Спасибо им за терпение дружелюбность, вежливость!",17 октября 2025,5,True,1,False
Хочу выразить благодарность менеджеру Амантай Ерсултан Грамотный знающий специалист Объяснял доступно понятно Спасибо большое Очень довольна,14 октября 2025,5,True,1,False
"Обратился с вопросами по приложению и выпуску карты, все ок, супервайзер Ильяс быстро помог, спасибо👍🏻",14 октября 2025,5,True,1,True
"Супервайзер Ерсултан четко ответил на все мои интересующиеся вопросы а также помог мне разобраться в приложении, также рассказал о всех плюсах кэшбека, и был очень грамотным",14 октября 2025,5,True,1,False
"Ерсұлтан деген консультант жігітке мың алғыс! Өте білімді, салмақты жан екен! Рахмет үлкен! Барлық жұмыстарымды оңай әрі жылдам бітіріп, карточка да ашып берді.",13 октября 2025,5,True,2,False
Очень долгое время ожидания консультантов. Работало 3 человека при больших потребностях. Пришлось ждать 1 ч 15 мин,12 октября 2025,3,True,0,True
"Очень приятное впечатление от общения с сотрудником банка Ардак. Все очень граммотно объяснила и очень быстро помогла. И еще она очень красива! Спасибо, спасибо огромное!",10 октября 2025,5,True,0,False
Сегодня был первый раз в офисе Фридом банка.Ерсултан и Марал очень грамотно все объяснили.Неспеша удили мне время.Большое спасибо им.,10 октября 2025,5,True,0,False
"Мне очень понравилось обслуживание,так быстро,оперативного,итак доходчиво все объясняют,вежливое обслуживание.Спасибо Всем Сотрудникам!Желаю Вам успехов ипроцветания",9 октября 2025,5,True,0,True
Сегодня менеджер Амантай Ерсултан проконсультировал помог найти решение моей проблеме. Внимательный и чуткий менеджер. Благодарю.,9 октября 2025,5,True,0,False
"Альбина, Ілияс менеджерлерге алғысым шексіз! Өте жоғары профессионализммен барлық іс шараларды атқарып көмектерін аямады! Отделения өте халыққа қолайлы жерде орналасқан! 5/5 баға! 👍",7 октября 2025,5,True,1,False
Байболат Айгерім менеджер қызға көп рахмет фридом блокка түсіп қалып еді 10 күн ішінде оперативно жұмыс жасап көмектесті өте сыпайлы болды бәрін түсінідіріп берді неге екенін,6 октября 2025,5,True,1,False
Алмас👍,26 января 2026,5,True,1,False
"Алмас Рахмет,жылдам қабылдады!!!",16 января 2026,5,True,1,False
Хороший менеджер Алихан быстро помог,16 января 2026,5,True,1,False
"Алмаз, рахмет көп. Жақсы маған көмектесті.",15 января 2026,5,True,1,False
Ерсултан рахмет,15 января 2026,5,True,1,False
Рахмет Ерсултан,15 января 2026,5,True,1,False
Ерсұлтан рахмет,15 января 2026,5,True,1,False
Ерсултан рахмет,15 января 2026,5,True,1,False
Ersultan vey good job,15 января 2026,5,True,1,False
Thank you Ersultan,15 января 2026,5,True,1,False
Менеджер қызметі ұнады,15 января 2026,5,True,0,False
"Помог менеджер Алихан,спасибо",13 января 2026,5,True,1,False
Ерсултан спасибо,13 января 2026,5,True,1,False
"Быстро обслужили. Парковка к счастью
Нашлась",9 января 2026,5,True,1,True
Спасибо Алихану,6 января 2026,5,True,1,False
Ақерке супервайзерге рахмет!❤️❤️,6 января 2026,5,True,1,False
Ersultan God job very nice employer,29 декабря 2025,5,True,1,False
Спасибо Ерсултан сделал перевод ребенку,29 декабря 2025,5,True,1,False
Ерсултан Рахмет перевод быстро сделал в Америку,29 декабря 2025,5,True,1,False
"Быстро, четко",25 декабря 2025,5,True,1,False
Акерке менеджерге ақпарат үшін рақмет!!!,24 декабря 2025,5,True,0,False
жақсы қызмет көрсетты Айгерім Болатқан қызы,22 декабря 2025,5,True,1,False
"Ребята помогли мне .
Специалисты .
Спасибо",19 декабря 2025,5,True,1,False
Ақерке рахмет карта жылдам аштым!,8 декабря 2025,5,True,1,False
Ерсултан и Альбина спасибо!,24 ноября 2025,5,True,1,False
"Банк қызметкері Ақеркеге рахмет, өте жақсы 👍",19 ноября 2025,5,True,2,False
Байбосын Ақерке қызмет көрсетуі белсенді🌹,19 ноября 2025,5,True,2,False
"Добрый день, приобрела билет в вашем приложении 9 апреля Алматы-Сеул и обратно. И до вчера билет оформлялся. Вчера обновили настройки, билет теперь недоступен. Кормят заатраками, билет не дают, деньги не возвращают. Написала на офиц сайт, опять туда же отправляют. Вы как работаете? Приложение недоделаенное. Каждый день пишу, и внятного ответа нет. Честно, уже попахивает мошейничеством.",15 апреля 2026,1,True,0,False
"Сервис хромает, Я и раньше слышала негативные отзывы, но не придавала этому значения вот сегодня сама убедилась😭
Полное отсутствие понимания ситуации клиента, без моего конкретная согласия оформили возврат билета, а теперь говорят что билетов нет, операторы просто отвечают что это был ответ бота🤦‍♀️ Возникает вопрос! Разве никто не контролирует какие запросы обрабатывает бот и какие действия он выполняет, перестаньте использовать его или же правильно использовать!!!",7 апреля 2026,1,True,0,False
"Открыл карту с прикольным дизайном, приятно кэшбеки радуют, мало филиалов и банкоматов по городу, но надеюсь что в ближайшее время откроются больше",17 марта 2026,5,True,1,False
"Отстойный сервис и двойное списание средств на перевод в другой банк. Мало того, что поддержка молчит, так в колл центре не видят проблем в сбое системы из-за которой деньги списались дважды! По мнению специалиста банка, на любой сбой или тех ошибку необходимо делать скриншот, не то не докажете, что в системе был сбой и была просьба повторить операцию 🤡
И да, неплохо бы обучить сотрудников этике",5 марта 2026,1,True,0,True
"Отвратное место, отказали в обслуживании хотя до закрытия ещё было много времени, за рецепшеном нахамили",14 февраля 2026,1,True,0,False
"В ТД Спутник банкомат пишет что пин код неправильный, в ТД Москва банкомат не работает, чтобы снять деньги такие качели у меня впервые. 10.02.2026г.
Техподдержка шаблонами отвечает, и в конце концов перестала отвечать.",11 февраля 2026,1,True,1,False
Почему другие банки не могут работать также ? Оперативно и понятно. Спасибо за Алмасу. И за вкусное кофе отдельная благодарность ✊,30 января 2026,5,True,1,False
Спасибо менеджеру Ильясу за помощь по открытию карточки.,18 ноября 2025,5,True,1,False
"Сервис оставляет желать лучшего. Очень долго ждешь очереди к менеджеру, около 1 часа ждала",13 ноября 2025,1,True,2,False
"Спасибо Байбосын Акерке,она быстро обслуживала,все объяснила,молодец",7 ноября 2025,5,True,0,False
"Ильяс супервайзер алғысым шексіз, осындай азаматтар көп болса екен",6 ноября 2025,5,True,0,False
"Байбосын Ақерке жақсы көмектесті, банк дами берсін!💙",6 ноября 2025,5,True,0,False
Махмуд Альбинага рахмет! Керек акпараттын барын алдым),6 ноября 2025,5,True,0,False
"Байбосын Ақерке өте жақсы маман, қажетті ақпараттың қажетін толығымен алдым. Рахмет.",5 ноября 2025,5,True,1,False
Очень помогла Байбосын Акерке. Прекрасное обслуживание,5 ноября 2025,5,True,2,False
Спасибо супервайзеру Ильясу за помощь с переводом между своими счетами и снятием денег.,5 ноября 2025,5,True,1,False
"Байбосын Акерке менеджерге улкен рахмет, бари тусиникти! Бай бол, осе бер, бакытты бол!🤩",4 ноября 2025,5,True,2,True
"Ерсұлтанға рақмет карта ашып бергеніне, жұмысына сәттілік👍",4 ноября 2025,5,True,1,False
"Ерсултан карта ашып, көмектескеніңізге рахмет! Жұмысыңызға сәттілік😊",4 ноября 2025,5,True,1,False
"Ужасный банк,некомпетентныные сотрудники,сервес на нуле",3 ноября 2025,1,True,0,False
"Очень понравились менеджера девочки , спасибо большое",1 ноября 2025,5,True,2,True
Байболат Айгерім Болат қызына ұлкен рахмет өте жақсы қызмет корсетті жылдам әрі ынғайлы,30 октября 2025,5,True,1,False
"Ерсултан, спасибо! Помогли с легкостью решить все вопросы!",22 октября 2025,5,True,1,False
"Байбосын Акерке благодарю , за быструю оперативную помощь 😍",22 октября 2025,5,True,2,False
Очень все организовано. Мобильное обслуживание сотрудников,20 октября 2025,5,True,1,False
Спасибо большое за быстрое и четкое обслуживание . Спасибо АЙГАНЫМ .,7 октября 2025,5,True,1,False
Рахмет Ерсұлтан мырзаға!!! Көп комегі тиді. Қызыметіңе табыс тілеймін..,7 октября 2025,5,True,1,False
Хочу поблогодорить Махмуд Альбину за консультацию и за решение моего вопроса!,7 октября 2025,5,True,1,False
"Это называется дискриминация, когда нерезидентов, которые постоянно проживают в РК, имеют РВП, официально работают, получая очень солидный доход в РК, ущемляют в правах: счет открыть можете, но кэшбэк не положен, оплатить даже госпошлину в суд нельзя, ведь неполноценный я человек - нерезидент
И сервис - дно, либо со мной, с неполноценным, так",17 июля 2025,1,True,5,True
"Отвратительный банк. Проценты за всё — снятие (снятие, Карл, собственных средств не с депозита!!!!), переводы, обмен старых купюр; нерезидентам выше, чем резидентам! Не компетентные сотрудники, плохая интернет поддержка, не работающее приложение, очереди в отделении. Руководитель отделения не выходит общаться с клиентами. Справки в выходные не подписать, тк уполномоченные лица работают исключительно в будни. Платежи по Казахстану не проходят без объяснения причины, при этом деньги сразу не возвращают и платеж висит как «успешно». Возвращают деньги только после обращения в службу поддержки 🤦‍♀️🤦‍♀️🤦‍♀️ в течение нескольких дней. Судя по выписке со счета «пропало» 5,7 млн.
Банк — полное ДНО и позор банковской системы Казахстана!!!! Не ведитесь на рекламу, выбирайте более достойных! 40 минут ждем очередь, чтобы заменить паспортные данные 😡😡😡😡
Желаю этому банку, чтобы он скорее накрылся медным тазом!!!!",14 июля 2025,1,True,3,True
"Проблемы с практикой.

АО ""Фридом Банк"" - сам по себе эта контора хороша как банк, само местоположение данного адреса и то как ухаживают за зданием заслуживает доверия и уважения от клиента. Но начну с того что сервис они предоставляют крайне плохую, часто оставляя своих клиентов без нужного ответа на самые обычные вопросы и запросы.

А самого у меня проблема именно с производственной практикой. Мало того что записаться на практику не успел, так как не предупреждали что мест бывает ограниченно. Я следовательно как студент второго курса этого не знал, даже забыл об этом уточнить, ввиду своей неопытности. 2 июня я пришёл сдать сюда договор чтобы начать производственную практику, HR-менеджер отказывался подписать договор, так как мест для практики уже не осталось. Кое как решились подписать договор, но при этом я не проходил практику, так как мест нет как было сказано ранее. Но после уже начинаются проблемы с подписанием дневника и отчета практики. Бумаги что я отдал чтобы подписали в пятницу, не успели подписать до вторника. Таким образом тратили себе и мне лишнее время, что я использовал бы с пользой и сдать как можно раньше свою практику. Сегодня я получил бумагу не подписанную полностью а лишь частично, будто бы и директор филиала делает это ""на коленке"". Тогда смысл было тянуть это на 3-4 дня, если так и так сделали на ""пофиг""?

Коротко говоря, не советую студентам здесь проходить практику, из-за того что отношение к вам будет на равне как мусору или ни к чему. Попросту потратите их и так полностью забитое время, своё время и нервы тоже.",1 июля 2025,3,True,2,False
"Давно так в очереди не стоял. Даже государственные организации как ЦОН или казпочта давно не создают очереди. Ужасный клиентский сервис из-за глупых зацикленных процедур. Люди стоят за справками, которые кто-то должен подписать и их выдают через несколько рабочих дней. Приходится приходить несколько раз",16 июня 2025,1,True,3,False
"Именно девушки-администраторы, которые работают на втором этаже этого филиала, выполняют свою работу недобросовестно. Они безответственные и не умеют правильно общаться с клиентами",8 октября 2025,1,True,1,False
Большое спасибо мененджеру Банка Айтжан Ардак Бахытжанкызы за оказанные грамотные услуги Желаю удачи👍,8 октября 2025,5,True,1,False
"Сперва был в Kaspi.kz за минуту решили надо было справки взять, после поехал фридом 2 два часа в очереди ждал эту справку, очень медленно работаете,",6 октября 2025,1,True,3,False
Приятная атмосфера и прекрасное обслуживание. Благодарю сотрудницу банка Айганым за внимательный подход к вопросам и помощь,2 октября 2025,5,True,1,False
"Здравствуйте, очень довольна обслуживанием супервайзера Айганым, вежливая, приятная и внимательная, все очень быстро и грамотна дает информацию .",2 октября 2025,5,True,1,False
"Старший менеджер Динара- профессионал своего дела, красавица- все четко, не спеша, на простом языке объяснила.",30 сентября 2025,5,True,1,False
"Забежал сделать карту. Очень понравился сервис и условия, для ребят из России в самый раз. Отдельно благодарен сотруднице банка АмангелдI марал за подробную информацию и приятную коммуникацию. Спасибо",29 сентября 2025,5,True,1,False
Я в восторге - впервые в РК встретил настолько высокий уровень сервиса. Отдельная благодарность специалисту Айбеку!,27 сентября 2025,5,True,1,True
"Моя благодарность банку Фридом и лично менеджеру Айбеку. Оперативно решил мой вопрос, очень грамотный специалист и сердечный человек. Большое спасибо!",26 сентября 2025,5,True,1,False
"Мырзабек Аружан Шоқанқызы отличный консультант, годами обслуживаюсь в этом банке но первый раз взяла 100% консультацию на высшем уровне.",26 сентября 2025,5,True,1,False
"Отличное обслуживание, консультант Ерсултан был вежлив и все грамотно объяснил. Операционист Милана все доходчиво рассказала о продуктах банка.",26 сентября 2025,5,True,1,False
"Очень плохое обслуживание!!! По вопросам, связанным с посткредитным обслуживанием, колл-центр перенаправляет меня в филиал, однако в филиале вопрос не решается. Оставленные мной заявления рассматриваются с нарушением установленных законом сроков (15 календарных дней), решение намеренно затягивается. Считаю действия сотрудников некомпетентными.",24 сентября 2025,1,True,0,False
"1.5 часа ждать по талону прием у менеджера- жесть просто

И можно видеть как эти же менеджеры сидят в телефонах и ничего не делают 😬",23 сентября 2025,1,True,0,False
Хочу выразить большую благодарность за оперативное обслуживание учитывая загруженность отделение! Хоть и не являюсь вип клиентом Амангельды Марал пошла на встречу и все быстро оформила! Все супер и отлично! Желаю успехов Вашему Банку,23 сентября 2025,5,True,1,False
"Здравствуйте. Я обслуживалась в вашем отделении банка несколько раз. Меня всегда представлял помощь Ерсултан Амантай. Он был всегда вежливым, компетентным, дружелюбным. Спасибо за помощь!",23 сентября 2025,5,True,1,False
"Хочу выразить благодарность сотруднику банка Амантай Ерсултану за высокий профессионализм и внимательное отношение к клиентам. Он подробно и доступно объяснил все условия, помог быстро разобраться с вопросами и нашёл оптимальное решение. В процессе общения чувствовалась его компетентность, доброжелательность и готовность помочь. Благодаря такому подходу остаётся очень приятное впечатление о работе банка. Спасибо за качественный сервис!",23 сентября 2025,5,True,1,False
"Спасибо Ерсултану за помощь. Очень внимательный, отзывчивый администратор! Всё доступно объяснил, помог",22 сентября 2025,5,True,1,False
"Менеджер Айгерим Болаткызы помогла мне решить вопрос , была очень доброжелательная ! Спасибо банку за таких менеджеров",22 сентября 2025,5,True,1,False
"Если едешь туда, нужно быть готовыми, что минимум час там проведешь, очень медленные. Очень. По брокерским переводам еще и некомпетентные, обратилась в Халык банк, там спокойно мне помогли сделать перевод",21 сентября 2025,1,True,0,True
Мне очень понравилась работа менеджеров- конкретно помогают и всё объясняют!Это очень важно для экономии времени и людей пенсионного возраста,19 сентября 2025,5,True,1,False
"Пришел оплатить частично ипотеку, с уменьшением срока, они мне сократили сумму🤦🏻‍♂️, на следующий день пришел чтоб исправили, сказали в понедельник свяжутся со мной. Уже вторая неделя никто так и не связался. Сам с астаны, на тот момент был в командировке. И самосу дозвониться не могу.",18 сентября 2025,1,True,1,False
Быстрое обслуживание! Лояльное отношение к клиентам. Заведующая сектором физ. лиц Аружан Мырзабек профессионал своего дела!,18 сентября 2025,5,True,1,True
"Хотела поблагодарить кассира Зарину за профессиональное и доброжелательное обслуживание🙌
Быстро, понятно и очень вежливо ответила на все мои вопросы!
Удачи, Зарина🌹",17 сентября 2025,5,True,0,True
Сотрудник айгерим очень доброжелатеная отвествиная обслужила очень отлично по больше таких сотрудников🫶🏻,16 сентября 2025,5,True,1,False
Очень оперативно помогли снять деньги в банкомате . Сервис отличный. Благодарю Ерсултана за помощь и содействие . 👍,16 сентября 2025,5,True,1,False
"Сегодня пошла в филиал Freedom на Курмангазы — честно, это был какой-то кошмар. Я работаю рядом, и бывает 1–2 раза в месяц захожу просто разменять деньги. В этот раз консультант сказал: «Если размен — заходите без очереди». Думаю, ну ладно, зашла в первую кассу. Там кассир Зарина даже не поздоровалась! Я сама говорю «здравствуйте, можно размен?», а она на меня с таким тоном: «Нет, мы размен не делаем. Вы талон брали?» Я объясняю, что меня консультант направил, а в ответ слышу: «Если талона нет, зачем без очереди заходите? У нас вообще-то комиссия на размен». Ну это нормально вообще? Такое хамство! Пришлось консультанта обратно звать, он только и сказал: «Ой, извините, возьмите талон».

Взяла талон, зашла ещё раз — и начался цирк номер два. Вторая кассирша сначала тоже говорит: «На размен комиссия». Я отвечаю: «Хорошо, я заплачу». Но вместо того чтобы просто сделать, она начала оглядываться на Зарину, словно без неё ничего решать не может. Те что-то между собой перешёптываются, кассирша снова пришла и стоит, тупит. Это вообще что такое? Клиент пришёл, а они устроили совещание!

Дальше ещё интереснее: эта девушка 15 минут (!) сидит, «думает» и начинает у меня документы, адрес и номер телефона спрашивать. Серьёзно? Ради ОДНОГО размена столько информации?! Это называется не работать, а просто издеваться над клиентом. В итоге вызывает ещё одну сотрудницу, которая вообще говорит: «Я не знаю». Если не знаешь — что ты там делаешь? Или у вас там личные симпатии-антипатии решают, кому помочь, а кому нет?

И самое главное: в итоге размен так и не сделали. Я потеряла 20 минут, завелась и ушла ни с чем. Это ужас, а не сервис. Просто позор!",15 сентября 2025,1,True,1,False
"Была в отделение на Курмангазы, хотела отдельную благодарность выразить специалисту Мухамед Альбина, оперативна и грамотно решила вопрос.",12 сентября 2025,5,True,1,False
"Ужасный банк, медленное обслуживание, менеджеры не торопятся, сижу 3 час в очереди, которая совсем не двигается. Сотрудники на ресепшене не могут ответить Корректно на задаваемые вопросы",12 сентября 2025,1,False,1,False
"Банк наверное хороший по отзывам. Приезжали а Алматы на 5 дней. Нужно было оформить иин. Иин выдали в последний день. Поехали в банк, оформить карту. Сказали ,что в базе у них ИИН-на нет. Только дня через три появится. Пришлось ехать в другой банк, где всё сделали за 15 минут. И перевыпустить карту может любой человек по доверенности(так как для нерезидентов действует 1 год), а во freedom нет такой возможности.",12 сентября 2025,2,False,1,False
"Приходил в отделение несколько раз. ИИН сразу не регистрируется в базе фридом, но менеджер Айман решила все мои проблемы",12 сентября 2025,5,True,1,False
Ужасные очереди к кассе и менеджерам.Руководство не работает над улучшением сервиса для клиентов.Плохо.,11 сентября 2025,1,False,1,False
"В очередной раз пробили дно. Теперь нерезидентам выдают карту только на год (1 ГОД) быстро получить невозможно, на выдачу физической карты нужно закладывать 4-5 дней!!! Год назад эти карты распечатывал банкомат за 3 минуты.
Но это ещё полбеды, в феврале на карте пропало 1600 долларов, которые удалось вернуть только спустя 4 месяца бесконечных обращений",9 сентября 2025,2,True,3,True
"Отвратительный банк стал! Во-первых, по депозитной карте ничего не начислили, хотя было полное соответствие условиям. Выписку по карте не получается посмотреть, ваши сотрудники свидетели, не работает сервис. А еще называете себя SuperApp… Служба поддержки ужасная, был тут отзыв, что у них схема: перенаправили запрос-ждите -идите нафиг, это так и есть! Во-вторых, перевод SWIFT -100 кругов ада. Заявляли что согласование займет 10 рабочих дней! По факту прошел месяц, и то по явке в банк узнала, что нужно снова регистрировать валютный договор, хотя он был зарегистрирован 3 года назад. И сообщили что надо снова ждать 10 рабочих дней! В БЦК Банке такой перевод оформляется за 5 минут и доходит за 2 часа. Бардак одним словом. А очереди какие, хуже чем в Народном банке.",6 сентября 2025,1,True,0,True
